ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3640	"ENSMUSG00000096852"	"Cyp2d12"	chr15	+	82557657	82558539	82557657	82557834	82558351	82558539	3640	20,21,64,103,75,110	0,0,0,1,0,0	16,26,19,30,12,11	0,0,0,0,0,0	613	96	1	1.0	1.0,1.0,1.0,0.942,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
3641	"ENSMUSG00000038683"	"Pak1ip1"	chr13	+	41008885	41009364	41008885	41008938	41009218	41009364	3641	2,1,0,2,1,2	8,8,2,7,0,7	4,1,1,1,4,4	8,9,2,11,1,11	376	96	0.151960013092	1.0	0.06,0.031,0.0,0.068,1.0,0.068	0.113,0.028,0.113,0.023,0.505,0.085	0.06
3642	"ENSMUSG00000038683"	"Pak1ip1"	chr13	+	41009447	41011282	41009447	41009545	41011182	41011282	3642	2,13,4,1,2,5	14,13,5,9,6,18	1,3,5,5,5,7	3,9,10,14,10,21	1733	96	0.867171137988	1.0	0.008,0.052,0.042,0.006,0.018,0.015	0.018,0.018,0.027,0.019,0.027,0.018	0.002
3643	"ENSMUSG00000008668"	"Rps18"	chr17	-	33952220	33952591	33952220	33952293	33952402	33952591	3643	0,1,0,0,0,0	0,0,0,0,0,0	0,0,12,15,0,0	0,0,1,0,0,0	205	96	1	1.0	NA,1.0,NA,NA,NA,NA	NA,NA,0.849,1.0,NA,NA	0.076
3644	"ENSMUSG00000008668"	"Rps18"	chr17	-	33952220	33952591	33952220	33952312	33952402	33952591	3644	0,0,0,0,0,0	159,179,59,107,72,123	0,0,0,2,0,0	55,96,107,170,86,118	186	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.006,0.0,0.0	-0.001
3645	"ENSMUSG00000029104"	"Htt"	chr5	+	34898796	34899927	34898796	34898926	34899771	34899927	3645	2,0,0,2,0,3	6,2,3,2,6,2	3,2,0,2,1,3	9,7,7,11,8,6	941	96	0.68213587685	1.0	0.033,0.0,0.0,0.093,0.0,0.133	0.033,0.028,0.0,0.018,0.013,0.049	0.02
3646	"ENSMUSG00000054517"	"Trim65"	chr11	-	116127437	116127931	116127437	116127615	116127697	116127931	3646	0,0,0,0,0,0	1,0,0,1,0,0	0,1,0,0,0,0	3,0,2,0,1,0	178	96	1	1.0	0.0,NA,NA,0.0,NA,NA	0.0,1.0,0.0,NA,0.0,NA	-0.25
3647	"ENSMUSG00000013787"	"Ehmt2"	chr17	+	34905609	34906058	34905609	34905711	34905909	34906058	3647	1,2,0,0,1,3	7,7,4,3,1,2	0,0,3,1,3,0	6,5,3,8,0,3	294	96	0.829750083481	1.0	0.045,0.085,0.0,0.0,0.246,0.329	0.0,0.0,0.246,0.039,1.0,0.0	-0.097
3648	"ENSMUSG00000000916"	"Nsun5"	chr5	+	135375274	135375698	135375274	135375485	135375554	135375698	3648	1,3,0,1,2,0	0,1,0,0,2,2	2,0,1,1,1,2	3,0,2,1,5,1	165	96	1	1.0	1.0,0.636,NA,1.0,0.368,0.0	0.279,NA,0.225,0.368,0.104,0.538	0.298
3649	"ENSMUSG00000005980"	"Dnase1"	chr16	+	4037549	4038042	4037549	4037697	4037953	4038042	3649	12,9,8,10,5,7	61,107,120,129,77,105	6,12,15,20,9,16	328,441,224,356,353,522	352	96	0.000236946473759	0.0163269122171	0.051,0.022,0.018,0.021,0.017,0.018	0.005,0.007,0.018,0.015,0.007,0.008	0.014
3650	"ENSMUSG00000005980"	"Dnase1"	chr16	+	4037953	4038270	4037953	4038042	4038186	4038270	3650	8,8,2,7,3,4	75,95,90,119,69,99	3,4,3,11,10,9	311,535,243,343,332,549	240	96	0.00694249447255	0.203699099183	0.041,0.033,0.009,0.023,0.017,0.016	0.004,0.003,0.005,0.013,0.012,0.007	0.016
3655	"ENSMUSG00000029445"	"Hpd"	chr5	-	123181422	123181923	123181422	123181527	123181860	123181923	3655	6,7,2,13,6,14	53,66,102,110,64,100	1,3,0,1,1,4	15,17,13,35,9,15	429	96	0.143825824826	1.0	0.025,0.023,0.004,0.026,0.021,0.03	0.015,0.038,0.0,0.006,0.024,0.056	-0.002
3656	"ENSMUSG00000040219"	"Ttc12"	chr9	-	49471861	49472543	49471861	49471883	49472382	49472543	3656	2,0,1,1,0,3	2,0,0,0,0,0	2,2,1,2,0,2	0,0,0,0,0,0	595	96	1	1.0	0.139,NA,1.0,1.0,NA,1.0	1.0,1.0,1.0,1.0,NA,1.0	-0.215
3657	"ENSMUSG00000096935"	"1700113A16Rik"	chr3	-	88171555	88172258	88171555	88171969	88172087	88172258	3657	1,7,2,4,1,3	0,1,0,1,0,0	4,2,2,1,3,5	0,0,0,1,0,1	214	96	1	1.0	1.0,0.758,1.0,0.642,1.0,1.0	1.0,1.0,1.0,0.31,1.0,0.692	0.066
3658	"ENSMUSG00000006390"	"Elovl1"	chr4	+	118431408	118431733	118431408	118431514	118431596	118431733	3658	0,2,0,0,0,0	26,33,14,25,8,30	1,0,1,0,0,0	15,23,19,33,39,52	178	96	1	1.0	0.0,0.032,0.0,0.0,0.0,0.0	0.035,0.0,0.028,0.0,0.0,0.0	-0.005
3660	"ENSMUSG00000034949"	"Zfr2"	chr10	+	81242769	81243795	81242769	81242956	81243649	81243795	3660	2,0,0,0,0,0	0,0,0,0,2,0	0,0,1,1,0,0	0,0,0,0,1,0	789	96	1	1.0	1.0,NA,NA,NA,0.0,NA	NA,NA,1.0,1.0,0.0,NA	-0.167
3661	"ENSMUSG00000041354"	"Rgl2"	chr17	+	33932039	33932371	33932039	33932218	33932320	33932371	3661	0,1,0,0,0,2	0,0,0,0,0,0	0,1,0,0,0,3	0,0,0,4,0,0	198	96	1	1.0	NA,1.0,NA,NA,NA,1.0	NA,1.0,NA,0.0,NA,1.0	0.333
3662	"ENSMUSG00000031889"	"D230025D16Rik"	chr8	+	105238422	105239750	105238422	105238466	105239670	105239750	3662	0,2,1,3,2,0	3,4,3,2,6,2	1,3,0,0,3,2	2,8,0,4,3,4	1300	96	1	1.0	0.0,0.036,0.024,0.1,0.024,0.0	0.036,0.027,NA,0.0,0.069,0.036	-0.003
3663	"ENSMUSG00000001289"	"Pfdn5"	chr15	+	102326432	102326849	102326432	102326535	102326817	102326849	3663	8,5,3,4,4,5	47,75,49,56,41,59	1,2,2,4,6,6	48,66,66,83,60,87	378	96	0.0622789966602	0.868586896505	0.041,0.017,0.015,0.018,0.024,0.021	0.005,0.008,0.008,0.012,0.025,0.017	0.01
3665	"ENSMUSG00000000787"	"Ddx3x"	chrX	+	13287224	13287563	13287224	13287383	13287463	13287563	3665	1,0,0,0,0,1	37,72,28,28,25,34	0,0,0,1,0,0	16,19,30,40,32,52	176	96	1	1.0	0.015,0.0,0.0,0.0,0.0,0.016	0.0,0.0,0.0,0.013,0.0,0.0	0.003
3666	"ENSMUSG00000000787"	"Ddx3x"	chrX	+	13288278	13288671	13288278	13288364	13288572	13288671	3666	2,2,1,1,2,2	42,39,26,34,30,47	0,1,3,0,1,1	22,26,37,46,23,64	304	96	1	1.0	0.015,0.016,0.012,0.009,0.021,0.013	0.0,0.012,0.025,0.0,0.014,0.005	0.005
3667	"ENSMUSG00000026925"	"Inpp5e"	chr2	-	26399232	26399574	26399232	26399348	26399412	26399574	3667	4,5,0,1,1,3	2,0,3,0,2,4	1,2,1,1,1,3	2,2,2,8,3,1	160	96	0.176141032209	1.0	0.545,1.0,0.0,1.0,0.231,0.31	0.231,0.375,0.231,0.07,0.167,0.643	0.228
3668	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108206225	108207109	108206225	108206308	108206822	108207109	3668	2,2,0,1,0,1	3,4,0,0,3,2	0,3,0,3,1,2	1,11,4,5,2,4	610	96	1	1.0	0.095,0.073,NA,1.0,0.0,0.073	0.0,0.041,0.0,0.086,0.073,0.073	0.203
3670	"ENSMUSG00000051007"	"Gatd1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885	3670	4,4,5,6,4,4	1,5,4,2,1,5	1,5,3,3,3,2	6,9,4,4,4,4	933	96	0.0217493030165	0.460062286174	0.292,0.076,0.114,0.236,0.292,0.076	0.017,0.054,0.072,0.072,0.072,0.049	0.125
3671	"ENSMUSG00000030751"	"Psma1"	chr7	-	114274025	114274460	114274025	114274127	114274415	114274460	3671	0,0,0,0,0,1	39,46,18,16,17,29	0,0,0,1,0,0	27,44,34,27,26,44	384	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.009	0.0,0.0,0.0,0.009,0.0,0.0	0.0
3672	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135525	31135739	3672	27,44,10,21,16,29	0,0,0,1,1,0	21,20,28,35,15,22	0,0,0,0,0,0	1104	96	1	1.0	1.0,1.0,1.0,0.646,0.582,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.129
3673	"ENSMUSG00000001248"	"Gramd1a"	chr7	-	31134413	31135739	31134413	31134517	31135596	31135739	3673	28,46,11,22,16,29	3,1,1,1,0,2	22,22,28,37,16,25	0,0,1,0,1,0	1175	96	0.000533783800137	0.028713120249	0.433,0.79,0.473,0.643,1.0,0.542	1.0,1.0,0.696,1.0,0.567,1.0	-0.23
3675	"ENSMUSG00000025151"	"Maged1"	chrX	-	94536873	94537356	94536873	94536988	94537293	94537356	3675	0,2,4,5,3,2	21,24,13,17,5,25	1,5,1,1,2,1	12,12,19,23,15,28	401	96	0.23196605513	1.0	0.0,0.02,0.069,0.066,0.126,0.019	0.02,0.091,0.012,0.01,0.031,0.008	0.021
3676	"ENSMUSG00000025151"	"Maged1"	chrX	-	94537293	94537584	94537293	94537356	94537541	94537584	3676	0,1,1,1,1,3	22,23,11,14,14,27	2,1,0,2,2,1	14,11,15,26,19,33	281	96	1	1.0	0.0,0.015,0.03,0.024,0.024,0.037	0.047,0.03,0.0,0.026,0.035,0.01	-0.003
3677	"ENSMUSG00000025151"	"Maged1"	chrX	-	94537675	94538065	94537675	94537755	94537973	94538065	3677	4,7,0,7,9,7	23,34,17,16,11,19	2,3,4,4,7,5	4,10,17,29,16,37	314	96	0.384416092163	1.0	0.05,0.059,0.0,0.118,0.2,0.101	0.133,0.084,0.067,0.04,0.118,0.04	0.008
3678	"ENSMUSG00000024118"	"Tedc2"	chr17	-	24219730	24220310	24219730	24220133	24220251	24220310	3678	2,1,0,0,2,0	1,0,0,0,0,0	0,0,0,2,1,0	0,0,0,0,0,0	214	96	1	1.0	0.473,1.0,NA,NA,1.0,NA	NA,NA,NA,1.0,1.0,NA	-0.176
3679	"ENSMUSG00000024118"	"Tedc2"	chr17	-	24220251	24220615	24220251	24220310	24220516	24220615	3679	0,0,0,0,0,0	0,0,0,0,0,1	1,0,0,0,0,0	0,0,0,0,0,1	302	96	1	1.0	NA,NA,NA,NA,NA,0.0	1.0,NA,NA,NA,NA,0.0	-0.5
3682	"ENSMUSG00000037736"	"Limch1"	chr5	+	66998646	66999388	66998646	66998804	66998979	66999388	3682	0,0,1,0,1,0	0,7,1,2,5,9	0,1,0,0,0,0	1,4,1,3,2,0	271	96	1	1.0	NA,0.0,0.262,0.0,0.066,0.0	0.0,0.081,0.0,0.0,0.0,NA	0.049
3683	"ENSMUSG00000019850"	"Tnfaip3"	chr10	-	19003575	19005331	19003575	19003757	19004456	19005331	3683	0,3,0,1,1,1	1,0,1,0,0,0	0,0,1,0,0,0	1,0,1,0,1,0	795	96	1	1.0	0.0,1.0,0.0,1.0,1.0,1.0	0.0,NA,0.108,NA,0.0,NA	0.631
3685	"ENSMUSG00000038344"	"Txlng"	chrX	-	162786616	162787678	162786616	162786691	162787558	162787678	3685	1,3,2,3,1,1	5,3,2,2,1,2	3,4,3,3,4,5	1,2,0,1,2,3	963	96	0.0443316889362	0.722585112246	0.02,0.091,0.091,0.13,0.091,0.047	0.23,0.166,1.0,0.23,0.166,0.142	-0.244
3686	"ENSMUSG00000038344"	"Txlng"	chrX	-	162811291	162811595	162811291	162811388	162811535	162811595	3686	4,10,4,4,3,7	2,0,0,0,0,0	4,4,5,7,2,2	0,1,0,0,0,0	243	96	1	1.0	0.441,1.0,1.0,1.0,1.0,1.0	1.0,0.612,1.0,1.0,1.0,1.0	-0.029
3687	"ENSMUSG00000020413"	"Hus1"	chr11	-	8993136	8996932	8993136	8996346	8996783	8996932	3687	13,19,8,7,11,7	0,0,0,0,0,0	21,33,18,37,20,31	0,0,1,0,0,0	533	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.764,1.0,1.0,1.0	0.039
3688	"ENSMUSG00000030094"	"Xpc"	chr6	-	91496087	91498190	91496087	91496169	91498029	91498190	3688	3,7,4,2,1,1	6,5,6,2,7,11	2,3,1,0,4,5	2,7,5,8,6,17	1956	96	0.389868578007	1.0	0.024,0.064,0.032,0.047,0.007,0.004	0.047,0.021,0.01,0.0,0.032,0.014	0.009
3689	"ENSMUSG00000049482"	"Ctu2"	chr8	+	122478892	122479412	122478892	122479194	122479276	122479412	3689	0,0,0,0,0,0	1,2,2,0,0,2	1,0,0,0,0,0	0,5,1,0,4,0	178	96	1	1.0	0.0,0.0,0.0,NA,NA,0.0	1.0,0.0,0.0,NA,0.0,NA	-0.25
3690	"ENSMUSG00000049482"	"Ctu2"	chr8	+	122480901	122481224	122480901	122481005	122481085	122481224	3690	0,0,0,1,0,0	0,4,1,3,1,0	0,0,0,0,0,0	3,0,0,0,0,1	176	96	1	1.0	NA,0.0,0.0,0.154,0.0,NA	0.0,NA,NA,NA,NA,0.0	0.038
3691	"ENSMUSG00000049482"	"Ctu2"	chr8	+	122480901	122481224	122480901	122481005	122481132	122481224	3691	0,1,0,1,2,0	0,1,0,0,0,0	0,1,2,0,0,1	0,0,1,0,0,0	223	96	1	1.0	NA,0.301,NA,1.0,1.0,NA	NA,1.0,0.463,NA,NA,1.0	-0.054
3692	"ENSMUSG00000049482"	"Ctu2"	chr8	+	122481330	122481529	122481330	122481397	122481470	122481529	3692	0,1,3,0,0,0	0,4,1,2,3,4	0,0,0,0,0,0	0,1,2,0,2,4	169	96	1	1.0	NA,0.124,0.63,0.0,0.0,0.0	NA,0.0,0.0,NA,0.0,0.0	0.151
3693	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023606	70023697	3693	11,15,7,16,12,8	0,0,1,0,2,0	16,18,9,13,9,17	1,0,0,0,0,0	1033	96	1	1.0	1.0,1.0,0.394,1.0,0.358,1.0	0.598,1.0,1.0,1.0,1.0,1.0	-0.141
3694	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023610	70023697	3694	11,15,7,16,12,8	3,1,1,2,3,0	16,18,9,13,9,17	7,3,1,7,5,3	1037	96	0.14841380409	1.0	0.253,0.581,0.393,0.425,0.27,1.0	0.175,0.357,0.454,0.147,0.143,0.344	0.217
3695	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023613	70023697	3695	11,15,7,16,12,8	4,2,1,1,0,1	16,18,9,13,9,17	2,2,2,1,0,3	1040	96	0.921019825632	1.0	0.202,0.409,0.393,0.596,1.0,0.425	0.425,0.454,0.293,0.545,1.0,0.343	-0.006
3696	"ENSMUSG00000031858"	"Mau2"	chr8	-	70028618	70029235	70028618	70028774	70029207	70029235	3696	10,8,6,12,3,5	7,13,0,8,4,6	10,17,5,15,10,17	3,2,3,5,5,8	529	96	0.126905184082	1.0	0.206,0.1,1.0,0.214,0.12,0.131	0.377,0.607,0.232,0.353,0.266,0.278	-0.057
3697	"ENSMUSG00000025979"	"Mob4"	chr1	+	55150145	55151082	55150145	55150225	55150970	55151082	3697	0,1,1,0,1,0	12,18,11,5,2,9	0,0,1,1,0,0	11,15,8,15,18,13	841	96	1	1.0	0.0,0.006,0.01,0.0,0.054,0.0	0.0,0.0,0.014,0.008,0.0,0.0	0.008
3698	"ENSMUSG00000012076"	"Brms1l"	chr12	+	55868161	55869736	55868161	55868520	55869397	55869736	3698	18,31,10,19,13,21	1,0,1,0,0,0	16,25,28,28,13,28	0,0,0,0,0,0	973	96	1	1.0	0.64,1.0,0.497,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.144
3699	"ENSMUSG00000031993"	"Snx19"	chr9	+	30432234	30433430	30432234	30432373	30433329	30433430	3699	4,2,2,4,2,3	1,4,2,2,0,2	0,1,0,2,1,4	2,3,1,3,5,6	1052	96	0.0339817239263	0.599557973999	0.267,0.044,0.084,0.154,1.0,0.12	0.0,0.03,0.0,0.057,0.018,0.057	0.251
3700	"ENSMUSG00000029817"	"Tra2a"	chr6	-	49245475	49246964	49245475	49245610	49246848	49246964	3700	5,9,3,3,2,5	6,11,0,0,4,6	1,5,3,3,5,5	4,5,3,5,1,8	1334	96	0.625728725009	1.0	0.057,0.056,1.0,1.0,0.035,0.057	0.018,0.067,0.067,0.041,0.265,0.043	0.284
3701	"ENSMUSG00000029022"	"Miip"	chr4	-	147862437	147862949	147862437	147862567	147862896	147862949	3701	2,4,3,6,1,1	0,0,0,0,0,0	1,0,2,1,2,10	0,0,0,1,0,0	425	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,NA,1.0,0.184,1.0,1.0	0.163
3703	"ENSMUSG00000004931"	"Apba3"	chr10	+	81271364	81271832	81271364	81271526	81271661	81271832	3703	1,2,1,0,4,0	10,7,1,3,4,9	2,4,0,1,3,2	7,12,8,5,10,13	231	96	0.509613545134	1.0	0.04,0.106,0.294,0.0,0.294,0.0	0.106,0.122,0.0,0.077,0.111,0.06	0.043
3704	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106473680	106473833	3704	5,3,0,3,2,1	2,3,0,1,1,5	1,4,7,4,2,1	4,2,13,17,8,9	257	96	1	1.0	0.483,0.272,NA,0.528,0.428,0.07	0.085,0.428,0.167,0.081,0.085,0.04	0.209
3705	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474520	106474679	106474868	3705	2,3,2,2,0,2	0,1,0,0,4,0	1,1,0,4,3,1	1,4,5,6,6,4	255	96	4.05128076719e-05	0.00454800301778	1.0,0.53,1.0,1.0,0.0,1.0	0.274,0.086,0.0,0.201,0.158,0.086	0.621
3706	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474868	106474396	106474535	106474679	106474868	3706	2,2,2,1,0,1	0,0,0,0,0,1	1,0,0,4,3,1	1,0,1,2,0,2	240	96	1	1.0	1.0,1.0,1.0,1.0,NA,0.286	0.286,NA,0.0,0.444,1.0,0.167	0.478
3708	"ENSMUSG00000006058"	"Snf8"	chr11	+	96046279	96047430	96046279	96046354	96047194	96047430	3708	9,14,11,8,4,10	14,20,9,13,6,8	15,13,12,7,12,19	2,15,17,29,8,21	936	96	0.620870986338	1.0	0.062,0.067,0.111,0.059,0.064,0.114	0.435,0.082,0.068,0.024,0.133,0.085	-0.058
3715	"ENSMUSG00000040446"	"Rprd1a"	chr18	-	24507104	24508091	24507104	24507231	24507993	24508091	3715	2,9,4,4,1,3	1,5,1,1,0,4	2,6,5,3,6,2	2,4,0,3,1,3	858	96	0.937984173692	1.0	0.183,0.168,0.309,0.309,1.0,0.077	0.101,0.144,1.0,0.101,0.402,0.069	0.038
3716	"ENSMUSG00000037971"	"1110032A03Rik"	chr9	-	50764223	50764926	50764223	50764290	50764695	50764926	3716	4,1,3,5,1,0	9,17,12,6,12,20	0,3,3,1,1,5	13,27,8,18,15,22	501	96	0.49868373426	1.0	0.078,0.011,0.046,0.138,0.016,0.0	0.0,0.021,0.067,0.011,0.013,0.042	0.023
3717	"ENSMUSG00000037971"	"1110032A03Rik"	chr9	-	50764223	50764926	50764223	50764290	50764764	50764926	3717	14,17,5,17,5,13	2,0,2,4,1,3	8,18,17,9,18,37	0,0,1,1,4,5	570	96	0.165117057457	1.0	0.541,1.0,0.296,0.417,0.457,0.422	1.0,1.0,0.741,0.603,0.431,0.555	-0.2
3719	"ENSMUSG00000031904"	"Slc7a6"	chr8	+	106192338	106193274	106192338	106192483	106193150	106193274	3719	0,0,0,0,1,1	1,0,0,1,0,0	0,0,0,0,2,2	0,1,0,0,1,0	763	96	1	1.0	0.0,NA,NA,0.0,1.0,1.0	NA,0.0,NA,NA,0.201,1.0	0.1
3720	"ENSMUSG00000036098"	"Myrf"	chr19	-	10215741	10216149	10215741	10215810	10216060	10216149	3720	0,0,0,0,0,1	1,4,0,0,0,0	0,0,0,0,0,0	1,0,0,4,1,0	346	96	1	1.0	0.0,0.0,NA,NA,NA,1.0	0.0,NA,NA,0.0,0.0,NA	0.333
3722	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90533220	90534438	90533220	90533274	90534381	90534438	3722	1,1,0,4,2,1	8,4,4,7,1,4	1,1,4,4,1,3	0,11,6,7,7,4	1203	96	0.471449250875	1.0	0.01,0.02,0.0,0.044,0.138,0.02	1.0,0.007,0.051,0.044,0.011,0.056	-0.156
3723	"ENSMUSG00000025142"	"Aspscr1"	chr11	+	120708929	120709246	120708929	120708999	120709070	120709246	3723	4,3,0,3,2,2	8,10,4,7,7,14	4,2,2,2,4,8	10,11,11,12,12,13	167	96	0.460879066204	1.0	0.223,0.147,0.0,0.198,0.141,0.076	0.187,0.095,0.095,0.087,0.161,0.261	-0.017
3725	"ENSMUSG00000096780"	"Tmem181b-ps"	chr17	-	6447344	6448616	6447344	6447402	6448524	6448616	3725	0,0,1,1,1,0	0,0,1,0,1,0	0,2,0,2,0,1	0,0,0,1,0,0	1218	96	1	1.0	NA,NA,0.073,1.0,0.073,NA	NA,1.0,NA,0.136,NA,1.0	-0.33
3728	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3655570	3656156	3655570	3655952	3656032	3656156	3728	0,1,0,0,0,1	0,0,0,2,3,2	0,0,0,1,0,0	3,3,5,5,1,5	176	96	1	1.0	NA,1.0,NA,0.0,0.0,0.214	0.0,0.0,0.0,0.098,0.0,0.0	0.287
3729	"ENSMUSG00000002108"	"Nr1h3"	chr2	-	91190184	91190641	91190184	91190284	91190461	91190641	3729	2,4,2,1,1,1	15,15,7,6,6,13	2,2,3,1,1,0	5,26,15,23,9,21	273	96	0.105588691071	1.0	0.045,0.086,0.091,0.055,0.055,0.026	0.123,0.026,0.066,0.015,0.038,0.0	0.015
3731	"ENSMUSG00000002108"	"Nr1h3"	chr2	-	91190184	91190947	91190184	91190641	91190738	91190947	3731	0,0,1,1,2,0	11,19,2,9,7,15	0,0,0,0,0,0	1,12,5,18,11,9	193	96	1	1.0	0.0,0.0,0.199,0.052,0.124,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.063
3732	"ENSMUSG00000019494"	"Cops6"	chr5	+	138161673	138162225	138161673	138161805	138162136	138162225	3732	0,1,0,0,0,0	35,40,12,23,21,24	0,2,0,1,5,0	16,19,17,30,22,34	427	96	1	1.0	0.0,0.006,0.0,0.0,0.0,0.0	0.0,0.023,0.0,0.007,0.049,0.0	-0.012
3739	"ENSMUSG00000062031"	"Pgghg"	chr7	+	140944950	140945349	140944950	140945082	140945237	140945349	3739	2,4,1,0,4,5	1,2,0,3,3,2	2,1,0,2,0,2	0,1,4,5,4,0	251	96	0.0571516699635	0.816615847006	0.433,0.433,1.0,0.0,0.338,0.489	1.0,0.277,0.0,0.133,0.0,1.0	0.047
3740	"ENSMUSG00000021336"	"Slc17a4"	chr13	-	23904711	23905330	23904711	23904798	23905242	23905330	3740	0,0,0,1,1,3	1,0,0,0,0,0	1,0,0,1,0,0	0,0,0,0,2,0	540	96	1	1.0	0.0,NA,NA,1.0,1.0,1.0	1.0,NA,NA,1.0,0.0,NA	0.083
3741	"ENSMUSG00000026509"	"Capn2"	chr1	-	182489964	182491035	182489964	182490048	182490866	182491035	3741	9,15,7,5,3,4	9,14,12,9,16,8	2,9,2,7,2,6	3,12,9,10,11,13	914	96	0.257942723882	1.0	0.095,0.101,0.058,0.055,0.019,0.05	0.065,0.073,0.023,0.068,0.019,0.046	0.014
3742	"ENSMUSG00000026509"	"Capn2"	chr1	-	182490866	182492195	182490866	182491035	182492061	182492195	3742	9,16,7,14,4,6	9,10,3,9,3,10	9,4,9,7,4,6	2,8,6,13,1,5	1122	96	0.690670858748	1.0	0.079,0.12,0.166,0.117,0.102,0.049	0.278,0.041,0.114,0.044,0.255,0.093	-0.032
3745	"ENSMUSG00000020092"	"Pald1"	chr10	-	61340930	61341352	61340930	61341002	61341211	61341352	3745	0,1,0,1,1,0	0,1,0,0,0,0	0,0,0,0,0,0	0,0,0,1,1,1	305	96	1	1.0	NA,0.239,NA,1.0,1.0,NA	NA,NA,NA,0.0,0.0,0.0	0.746
3748	"ENSMUSG00000026883"	"Dab2ip"	chr2	+	35728057	35730994	35728057	35728128	35729110	35730994	3748	32,61,19,37,20,35	0,0,0,0,1,2	13,26,15,30,23,36	0,0,1,0,0,5	1078	96	0.244136728695	1.0	1.0,1.0,1.0,1.0,0.64,0.609	1.0,1.0,0.572,1.0,1.0,0.391	0.048
3750	"ENSMUSG00000041130"	"Zfp598"	chr17	+	24677834	24678713	24677834	24678052	24678595	24678713	3750	9,16,7,5,7,9	3,3,2,3,0,5	7,10,10,17,12,14	1,9,11,7,9,8	639	96	0.178225683815	1.0	0.311,0.445,0.345,0.2,1.0,0.213	0.513,0.143,0.12,0.267,0.167,0.208	0.183
3751	"ENSMUSG00000042502"	"Cd2bp2"	chr7	-	127195022	127195461	127195022	127195158	127195360	127195461	3751	1,0,0,0,0,0	6,1,2,6,5,4	0,0,0,1,1,0	5,3,5,5,1,9	298	96	1	1.0	0.051,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.061,0.244,0.0	-0.042
3752	"ENSMUSG00000022967"	"Ifnar1"	chr16	+	91505054	91507441	91505054	91505414	91506526	91507441	3752	46,66,18,39,26,59	0,0,2,0,0,0	39,60,48,66,35,48	0,0,0,0,0,0	1208	96	1	1.0	1.0,1.0,0.417,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.097
3754	"ENSMUSG00000037563"	"Rps16"	chr7	+	28352176	28352410	28352176	28352273	28352362	28352410	3754	1,3,0,0,0,0	154,182,96,115,94,120	0,2,0,0,1,1	60,74,102,106,95,120	185	96	1	1.0	0.003,0.008,0.0,0.0,0.0,0.0	0.0,0.014,0.0,0.0,0.005,0.004	-0.002
3756	"ENSMUSG00000025268"	"Maged2"	chrX	-	150808720	150809152	150808720	150808783	150809109	150809152	3756	0,0,0,1,2,0	0,3,4,0,3,1	0,0,1,1,1,1	0,1,1,0,0,0	422	96	1	1.0	NA,0.0,0.0,1.0,0.132,0.0	NA,0.0,0.185,1.0,1.0,1.0	-0.411
3758	"ENSMUSG00000021483"	"Cdk20"	chr13	+	64436765	64438032	64436765	64436828	64437388	64438032	3758	1,1,0,0,0,2	0,0,0,1,0,0	1,0,0,0,0,1	2,0,0,0,0,0	656	96	1	1.0	1.0,1.0,NA,0.0,NA,1.0	0.068,NA,NA,NA,NA,1.0	0.216
3759	"ENSMUSG00000021483"	"Cdk20"	chr13	+	64437388	64438032	64437388	64437512	64437876	64438032	3759	0,0,0,0,0,1	0,0,0,0,1,2	0,0,0,0,0,0	0,0,2,0,0,1	460	96	1	1.0	NA,NA,NA,NA,0.0,0.094	NA,NA,0.0,NA,NA,0.0	0.047
